State,District,Date,Year,Month,Avg_smlvl_at15cm,Agency_name
Haryana,Ambala,05-07-2023,2023,7,13.44346589,NRSC VIC MODEL
Haryana,Ambala,11-07-2023,2023,7,23.07632174,NRSC VIC MODEL
Haryana,Ambala,14-07-2023,2023,7,19.51396858,NRSC VIC MODEL
Haryana,Ambala,20-07-2023,2023,7,18.367752,NRSC VIC MODEL
Haryana,Bhiwani,06-07-2023,2023,7,15.70736276,NRSC VIC MODEL
Haryana,Bhiwani,07-07-2023,2023,7,16.76046342,NRSC VIC MODEL
Haryana,Bhiwani,08-07-2023,2023,7,17.5903861,NRSC VIC MODEL
Haryana,Bhiwani,10-07-2023,2023,7,19.85256779,NRSC VIC MODEL
Haryana,Bhiwani,12-07-2023,2023,7,21.06800122,NRSC VIC MODEL
Haryana,Bhiwani,15-07-2023,2023,7,19.52185061,NRSC VIC MODEL
Haryana,Bhiwani,16-07-2023,2023,7,19.68440626,NRSC VIC MODEL
Haryana,Bhiwani,24-07-2023,2023,7,17.50065596,NRSC VIC MODEL
Haryana,Bhiwani,30-07-2023,2023,7,23.75331066,NRSC VIC MODEL
Haryana,Charki Dadri,12-07-2023,2023,7,18.51368337,NRSC VIC MODEL
Haryana,Faridabad,01-07-2023,2023,7,17.92457062,NRSC VIC MODEL
Haryana,Faridabad,10-07-2023,2023,7,20.05995034,NRSC VIC MODEL
Haryana,Faridabad,12-07-2023,2023,7,18.46629723,NRSC VIC MODEL
Haryana,Faridabad,16-07-2023,2023,7,19.05647673,NRSC VIC MODEL
Haryana,Faridabad,19-07-2023,2023,7,16.9471618,NRSC VIC MODEL
Haryana,Faridabad,22-07-2023,2023,7,15.00666611,NRSC VIC MODEL
Haryana,Faridabad,23-07-2023,2023,7,13.98043032,NRSC VIC MODEL
Haryana,Faridabad,31-07-2023,2023,7,19.41899986,NRSC VIC MODEL
Haryana,Fatehabad,05-07-2023,2023,7,16.12428493,NRSC VIC MODEL
Haryana,Fatehabad,06-07-2023,2023,7,16.01250508,NRSC VIC MODEL
Haryana,Fatehabad,07-07-2023,2023,7,18.54436082,NRSC VIC MODEL
Haryana,Fatehabad,09-07-2023,2023,7,25.09137017,NRSC VIC MODEL
Haryana,Fatehabad,13-07-2023,2023,7,19.46020255,NRSC VIC MODEL
Haryana,Fatehabad,14-07-2023,2023,7,19.36793839,NRSC VIC MODEL
Haryana,Fatehabad,29-07-2023,2023,7,20.28592993,NRSC VIC MODEL
Haryana,Gurugram,01-07-2023,2023,7,17.2092213,NRSC VIC MODEL
Haryana,Gurugram,06-07-2023,2023,7,17.04028531,NRSC VIC MODEL
Haryana,Gurugram,07-07-2023,2023,7,17.24087406,NRSC VIC MODEL
Haryana,Gurugram,08-07-2023,2023,7,18.97654753,NRSC VIC MODEL
Haryana,Gurugram,13-07-2023,2023,7,18.45173985,NRSC VIC MODEL
Haryana,Gurugram,17-07-2023,2023,7,20.01120879,NRSC VIC MODEL
Haryana,Gurugram,29-07-2023,2023,7,22.00321389,NRSC VIC MODEL
Haryana,Gurugram,30-07-2023,2023,7,20.35805373,NRSC VIC MODEL
Haryana,Gurugram,31-07-2023,2023,7,18.79924093,NRSC VIC MODEL
Haryana,Hisar,01-07-2023,2023,7,14.999577,NRSC VIC MODEL
Haryana,Hisar,07-07-2023,2023,7,15.8769641,NRSC VIC MODEL
Haryana,Hisar,11-07-2023,2023,7,21.85659136,NRSC VIC MODEL
Haryana,Hisar,13-07-2023,2023,7,18.62019058,NRSC VIC MODEL
Haryana,Hisar,17-07-2023,2023,7,20.56793392,NRSC VIC MODEL
Haryana,Hisar,21-07-2023,2023,7,19.42281538,NRSC VIC MODEL
Haryana,Hisar,25-07-2023,2023,7,16.94347429,NRSC VIC MODEL
Haryana,Hisar,30-07-2023,2023,7,20.03237809,NRSC VIC MODEL
Haryana,Jhajjar,01-07-2023,2023,7,18.05497281,NRSC VIC MODEL
Haryana,Jhajjar,13-07-2023,2023,7,18.38826647,NRSC VIC MODEL
Haryana,Jhajjar,15-07-2023,2023,7,17.49652656,NRSC VIC MODEL
Haryana,Jhajjar,17-07-2023,2023,7,19.92559893,NRSC VIC MODEL
Haryana,Jhajjar,21-07-2023,2023,7,17.38388843,NRSC VIC MODEL
Haryana,Jhajjar,25-07-2023,2023,7,16.66957748,NRSC VIC MODEL
Haryana,Jhajjar,28-07-2023,2023,7,18.77427864,NRSC VIC MODEL
Haryana,Jind,01-07-2023,2023,7,15.67168394,NRSC VIC MODEL
Haryana,Jind,03-07-2023,2023,7,14.74516378,NRSC VIC MODEL
Haryana,Jind,04-07-2023,2023,7,14.50662256,NRSC VIC MODEL
Haryana,Jind,06-07-2023,2023,7,17.47364664,NRSC VIC MODEL
Haryana,Jind,13-07-2023,2023,7,18.80906179,NRSC VIC MODEL
Haryana,Jind,15-07-2023,2023,7,17.75700598,NRSC VIC MODEL
Haryana,Jind,17-07-2023,2023,7,16.91066611,NRSC VIC MODEL
Haryana,Jind,24-07-2023,2023,7,17.61883914,NRSC VIC MODEL
Haryana,Jind,28-07-2023,2023,7,19.79334537,NRSC VIC MODEL
Haryana,Jind,29-07-2023,2023,7,20.02480339,NRSC VIC MODEL
Haryana,Kaithal,06-07-2023,2023,7,21.63892957,NRSC VIC MODEL
Haryana,Kaithal,10-07-2023,2023,7,23.50032745,NRSC VIC MODEL
Haryana,Karnal,05-07-2023,2023,7,18.30555694,NRSC VIC MODEL
Haryana,Karnal,12-07-2023,2023,7,25.36910401,NRSC VIC MODEL
Haryana,Karnal,23-07-2023,2023,7,22.39884337,NRSC VIC MODEL
Haryana,Karnal,24-07-2023,2023,7,20.77955565,NRSC VIC MODEL
Haryana,Karnal,28-07-2023,2023,7,25.6269674,NRSC VIC MODEL
Haryana,Karnal,31-07-2023,2023,7,23.29734493,NRSC VIC MODEL
Haryana,Kurukshetra,05-07-2023,2023,7,16.95583527,NRSC VIC MODEL
Haryana,Kurukshetra,10-07-2023,2023,7,25.57622781,NRSC VIC MODEL
Haryana,Kurukshetra,12-07-2023,2023,7,25.22481901,NRSC VIC MODEL
Haryana,Kurukshetra,14-07-2023,2023,7,22.51769592,NRSC VIC MODEL
Haryana,Kurukshetra,15-07-2023,2023,7,22.26251216,NRSC VIC MODEL
Haryana,Kurukshetra,18-07-2023,2023,7,24.2913773,NRSC VIC MODEL
Haryana,Kurukshetra,22-07-2023,2023,7,21.09883393,NRSC VIC MODEL
Haryana,Kurukshetra,25-07-2023,2023,7,19.97277613,NRSC VIC MODEL
Haryana,Kurukshetra,29-07-2023,2023,7,26.87553278,NRSC VIC MODEL
Haryana,Mahendragarh,05-07-2023,2023,7,15.20617114,NRSC VIC MODEL
Haryana,Mahendragarh,11-07-2023,2023,7,21.15334467,NRSC VIC MODEL
Haryana,Mahendragarh,16-07-2023,2023,7,19.85660226,NRSC VIC MODEL
Haryana,Mahendragarh,17-07-2023,2023,7,20.78567423,NRSC VIC MODEL
Haryana,Mahendragarh,27-07-2023,2023,7,17.77417947,NRSC VIC MODEL
Haryana,Nuh,04-07-2023,2023,7,17.70825623,NRSC VIC MODEL
Haryana,Nuh,11-07-2023,2023,7,20.63291207,NRSC VIC MODEL
Haryana,Nuh,14-07-2023,2023,7,18.70278716,NRSC VIC MODEL
Haryana,Nuh,15-07-2023,2023,7,17.43500816,NRSC VIC MODEL
Haryana,Nuh,16-07-2023,2023,7,20.57314603,NRSC VIC MODEL
Haryana,Nuh,24-07-2023,2023,7,15.35252174,NRSC VIC MODEL
Haryana,Palwal,02-07-2023,2023,7,18.44945613,NRSC VIC MODEL
Haryana,Palwal,05-07-2023,2023,7,16.65771389,NRSC VIC MODEL
Haryana,Palwal,06-07-2023,2023,7,16.38054208,NRSC VIC MODEL
Haryana,Palwal,07-07-2023,2023,7,16.24347421,NRSC VIC MODEL
Haryana,Palwal,17-07-2023,2023,7,21.34955521,NRSC VIC MODEL
Haryana,Palwal,23-07-2023,2023,7,17.16680209,NRSC VIC MODEL
Haryana,Palwal,24-07-2023,2023,7,16.51291143,NRSC VIC MODEL
Haryana,Palwal,26-07-2023,2023,7,17.37159373,NRSC VIC MODEL
Haryana,Palwal,31-07-2023,2023,7,21.17279676,NRSC VIC MODEL
Haryana,Panchkula,01-07-2023,2023,7,18.40247184,NRSC VIC MODEL
Haryana,Panchkula,05-07-2023,2023,7,16.72545123,NRSC VIC MODEL
Haryana,Panchkula,11-07-2023,2023,7,22.03471242,NRSC VIC MODEL
Haryana,Panchkula,13-07-2023,2023,7,21.88138382,NRSC VIC MODEL
Haryana,Panchkula,16-07-2023,2023,7,19.75069174,NRSC VIC MODEL
Haryana,Panchkula,17-07-2023,2023,7,18.53566671,NRSC VIC MODEL
Haryana,Panchkula,20-07-2023,2023,7,16.97482912,NRSC VIC MODEL
Haryana,Panchkula,24-07-2023,2023,7,20.4371753,NRSC VIC MODEL
Haryana,Panchkula,26-07-2023,2023,7,22.94121166,NRSC VIC MODEL
Haryana,Panchkula,28-07-2023,2023,7,20.95345881,NRSC VIC MODEL
Haryana,Panipat,01-07-2023,2023,7,19.88705353,NRSC VIC MODEL
Haryana,Panipat,13-07-2023,2023,7,22.85986403,NRSC VIC MODEL
Haryana,Panipat,14-07-2023,2023,7,21.07175029,NRSC VIC MODEL
Haryana,Panipat,20-07-2023,2023,7,21.11038381,NRSC VIC MODEL
Haryana,Panipat,27-07-2023,2023,7,23.15250389,NRSC VIC MODEL
Haryana,Panipat,29-07-2023,2023,7,25.7807061,NRSC VIC MODEL
Haryana,Panipat,31-07-2023,2023,7,21.61120973,NRSC VIC MODEL
Haryana,Rewari,02-07-2023,2023,7,13.29157413,NRSC VIC MODEL
Haryana,Rewari,05-07-2023,2023,7,14.13974794,NRSC VIC MODEL
Haryana,Rewari,14-07-2023,2023,7,16.26962592,NRSC VIC MODEL
Haryana,Rewari,21-07-2023,2023,7,18.84686082,NRSC VIC MODEL
Haryana,Rewari,25-07-2023,2023,7,14.16824232,NRSC VIC MODEL
Haryana,Rewari,27-07-2023,2023,7,18.18131205,NRSC VIC MODEL
Haryana,Rewari,29-07-2023,2023,7,22.0037708,NRSC VIC MODEL
Haryana,Rohtak,01-07-2023,2023,7,17.62117611,NRSC VIC MODEL
Haryana,Rohtak,12-07-2023,2023,7,19.94478785,NRSC VIC MODEL
Haryana,Rohtak,19-07-2023,2023,7,19.31539184,NRSC VIC MODEL
Haryana,Rohtak,20-07-2023,2023,7,18.56713011,NRSC VIC MODEL
Haryana,Rohtak,27-07-2023,2023,7,21.26182658,NRSC VIC MODEL
Haryana,Rohtak,30-07-2023,2023,7,20.44093476,NRSC VIC MODEL
Haryana,Rohtak,31-07-2023,2023,7,20.46040893,NRSC VIC MODEL
Haryana,Sirsa,08-07-2023,2023,7,16.5291699,NRSC VIC MODEL
Haryana,Sirsa,09-07-2023,2023,7,23.78938439,NRSC VIC MODEL
Haryana,Sirsa,13-07-2023,2023,7,17.07824988,NRSC VIC MODEL
Haryana,Sirsa,14-07-2023,2023,7,16.6090358,NRSC VIC MODEL
Haryana,Sirsa,18-07-2023,2023,7,17.59388754,NRSC VIC MODEL
Haryana,Sirsa,21-07-2023,2023,7,17.9815075,NRSC VIC MODEL
Haryana,Sirsa,31-07-2023,2023,7,18.87682424,NRSC VIC MODEL
Haryana,Sonipat,01-07-2023,2023,7,21.26459804,NRSC VIC MODEL
Haryana,Sonipat,02-07-2023,2023,7,19.84167086,NRSC VIC MODEL
Haryana,Sonipat,03-07-2023,2023,7,18.78453147,NRSC VIC MODEL
Haryana,Sonipat,05-07-2023,2023,7,19.12071191,NRSC VIC MODEL
Haryana,Sonipat,10-07-2023,2023,7,25.04591724,NRSC VIC MODEL
Haryana,Sonipat,13-07-2023,2023,7,22.04231167,NRSC VIC MODEL
Haryana,Sonipat,27-07-2023,2023,7,23.7598441,NRSC VIC MODEL
Haryana,Yamunanagar,03-07-2023,2023,7,21.13194761,NRSC VIC MODEL
Haryana,Yamunanagar,06-07-2023,2023,7,22.19753382,NRSC VIC MODEL
Haryana,Yamunanagar,11-07-2023,2023,7,27.94067584,NRSC VIC MODEL
Haryana,Yamunanagar,13-07-2023,2023,7,29.10619703,NRSC VIC MODEL
Haryana,Yamunanagar,14-07-2023,2023,7,27.59971972,NRSC VIC MODEL
Haryana,Yamunanagar,17-07-2023,2023,7,24.8625804,NRSC VIC MODEL
Haryana,Yamunanagar,19-07-2023,2023,7,23.27550512,NRSC VIC MODEL
Haryana,Yamunanagar,20-07-2023,2023,7,21.71392008,NRSC VIC MODEL
Haryana,Yamunanagar,21-07-2023,2023,7,20.39376628,NRSC VIC MODEL
Haryana,Yamunanagar,24-07-2023,2023,7,26.9964833,NRSC VIC MODEL
Haryana,Yamunanagar,25-07-2023,2023,7,26.83301637,NRSC VIC MODEL
Haryana,Yamunanagar,27-07-2023,2023,7,28.23395124,NRSC VIC MODEL
Haryana,Ambala,01-08-2023,2023,8,19.79059548,NRSC VIC MODEL
Haryana,Ambala,15-08-2023,2023,8,19.96418613,NRSC VIC MODEL
Haryana,Ambala,21-08-2023,2023,8,15.3131482,NRSC VIC MODEL
Haryana,Ambala,26-08-2023,2023,8,21.51903796,NRSC VIC MODEL
Haryana,Bhiwani,11-08-2023,2023,8,12.90033828,NRSC VIC MODEL
Haryana,Bhiwani,29-08-2023,2023,8,10.25895329,NRSC VIC MODEL
Haryana,Bhiwani,31-08-2023,2023,8,9.148814658,NRSC VIC MODEL
Haryana,Charki Dadri,03-08-2023,2023,8,17.99600694,NRSC VIC MODEL
Haryana,Charki Dadri,04-08-2023,2023,8,16.42681465,NRSC VIC MODEL
Haryana,Charki Dadri,09-08-2023,2023,8,12.26979886,NRSC VIC MODEL
Haryana,Charki Dadri,17-08-2023,2023,8,8.161237818,NRSC VIC MODEL
Haryana,Charki Dadri,22-08-2023,2023,8,6.933442617,NRSC VIC MODEL
Haryana,Charki Dadri,26-08-2023,2023,8,10.07724814,NRSC VIC MODEL
Haryana,Charki Dadri,30-08-2023,2023,8,8.320915781,NRSC VIC MODEL
Haryana,Faridabad,02-08-2023,2023,8,17.01526868,NRSC VIC MODEL
Haryana,Faridabad,05-08-2023,2023,8,22.68334716,NRSC VIC MODEL
Haryana,Faridabad,09-08-2023,2023,8,17.48351829,NRSC VIC MODEL
Haryana,Faridabad,18-08-2023,2023,8,12.11767983,NRSC VIC MODEL
Haryana,Faridabad,19-08-2023,2023,8,15.65116861,NRSC VIC MODEL
Haryana,Fatehabad,01-08-2023,2023,8,17.97928428,NRSC VIC MODEL
Haryana,Fatehabad,02-08-2023,2023,8,18.47422903,NRSC VIC MODEL
Haryana,Fatehabad,07-08-2023,2023,8,15.48635236,NRSC VIC MODEL
Haryana,Fatehabad,09-08-2023,2023,8,14.53798276,NRSC VIC MODEL
Haryana,Fatehabad,12-08-2023,2023,8,13.16988791,NRSC VIC MODEL
Haryana,Fatehabad,13-08-2023,2023,8,12.76000171,NRSC VIC MODEL
Haryana,Fatehabad,14-08-2023,2023,8,12.41327114,NRSC VIC MODEL
Haryana,Fatehabad,18-08-2023,2023,8,11.26139252,NRSC VIC MODEL
Haryana,Fatehabad,28-08-2023,2023,8,11.08577735,NRSC VIC MODEL
Haryana,Fatehabad,29-08-2023,2023,8,11.04565004,NRSC VIC MODEL
Haryana,Gurugram,02-08-2023,2023,8,16.72106712,NRSC VIC MODEL
Haryana,Gurugram,04-08-2023,2023,8,19.40280939,NRSC VIC MODEL
Haryana,Gurugram,10-08-2023,2023,8,15.21561941,NRSC VIC MODEL
Haryana,Gurugram,19-08-2023,2023,8,15.54437902,NRSC VIC MODEL
Haryana,Gurugram,21-08-2023,2023,8,13.9446043,NRSC VIC MODEL
Haryana,Gurugram,31-08-2023,2023,8,10.79998809,NRSC VIC MODEL
Haryana,Hisar,02-08-2023,2023,8,18.95718035,NRSC VIC MODEL
Haryana,Hisar,05-08-2023,2023,8,17.0701983,NRSC VIC MODEL
Haryana,Hisar,31-08-2023,2023,8,10.14799422,NRSC VIC MODEL
Haryana,Jhajjar,05-08-2023,2023,8,18.28650515,NRSC VIC MODEL
Haryana,Jhajjar,08-08-2023,2023,8,16.50027855,NRSC VIC MODEL
Haryana,Jhajjar,10-08-2023,2023,8,15.09776285,NRSC VIC MODEL
Haryana,Jhajjar,16-08-2023,2023,8,11.84228925,NRSC VIC MODEL
Haryana,Jhajjar,18-08-2023,2023,8,11.03409513,NRSC VIC MODEL
Haryana,Jhajjar,23-08-2023,2023,8,13.16362703,NRSC VIC MODEL
Haryana,Jhajjar,29-08-2023,2023,8,10.51549619,NRSC VIC MODEL
Haryana,Jind,01-08-2023,2023,8,17.76943839,NRSC VIC MODEL
Haryana,Jind,10-08-2023,2023,8,15.66047818,NRSC VIC MODEL
Haryana,Jind,12-08-2023,2023,8,15.39579286,NRSC VIC MODEL
Haryana,Jind,15-08-2023,2023,8,14.07159326,NRSC VIC MODEL
Haryana,Jind,16-08-2023,2023,8,14.65606045,NRSC VIC MODEL
Haryana,Jind,17-08-2023,2023,8,14.13232386,NRSC VIC MODEL
Haryana,Jind,18-08-2023,2023,8,13.67855626,NRSC VIC MODEL
Haryana,Jind,20-08-2023,2023,8,15.38537492,NRSC VIC MODEL
Haryana,Jind,29-08-2023,2023,8,13.05648319,NRSC VIC MODEL
Haryana,Kaithal,03-08-2023,2023,8,20.39573468,NRSC VIC MODEL
Haryana,Kaithal,18-08-2023,2023,8,13.39449955,NRSC VIC MODEL
Haryana,Kaithal,24-08-2023,2023,8,14.22960265,NRSC VIC MODEL
Haryana,Kaithal,31-08-2023,2023,8,13.02184269,NRSC VIC MODEL
Haryana,Karnal,17-08-2023,2023,8,14.42535478,NRSC VIC MODEL
Haryana,Karnal,28-08-2023,2023,8,16.69124291,NRSC VIC MODEL
Haryana,Karnal,30-08-2023,2023,8,16.25651009,NRSC VIC MODEL
Haryana,Kurukshetra,10-08-2023,2023,8,20.06593178,NRSC VIC MODEL
Haryana,Kurukshetra,16-08-2023,2023,8,17.81653256,NRSC VIC MODEL
Haryana,Kurukshetra,17-08-2023,2023,8,17.07965391,NRSC VIC MODEL
Haryana,Kurukshetra,23-08-2023,2023,8,21.43906775,NRSC VIC MODEL
Haryana,Kurukshetra,27-08-2023,2023,8,17.9158811,NRSC VIC MODEL
Haryana,Mahendragarh,04-08-2023,2023,8,17.48450907,NRSC VIC MODEL
Haryana,Mahendragarh,05-08-2023,2023,8,16.63132713,NRSC VIC MODEL
Haryana,Mahendragarh,06-08-2023,2023,8,15.64109501,NRSC VIC MODEL
Haryana,Mahendragarh,08-08-2023,2023,8,13.87499739,NRSC VIC MODEL
Haryana,Mahendragarh,13-08-2023,2023,8,10.83106557,NRSC VIC MODEL
Haryana,Mahendragarh,21-08-2023,2023,8,10.12498856,NRSC VIC MODEL
Haryana,Nuh,01-08-2023,2023,8,18.75851943,NRSC VIC MODEL
Haryana,Nuh,03-08-2023,2023,8,18.33970888,NRSC VIC MODEL
Haryana,Nuh,06-08-2023,2023,8,17.77988763,NRSC VIC MODEL
Haryana,Nuh,08-08-2023,2023,8,16.07843373,NRSC VIC MODEL
Haryana,Nuh,14-08-2023,2023,8,12.51244219,NRSC VIC MODEL
Haryana,Nuh,22-08-2023,2023,8,11.53402021,NRSC VIC MODEL
Haryana,Palwal,10-08-2023,2023,8,17.9769042,NRSC VIC MODEL
Haryana,Palwal,13-08-2023,2023,8,16.10554508,NRSC VIC MODEL
Haryana,Palwal,16-08-2023,2023,8,14.80314935,NRSC VIC MODEL
Haryana,Palwal,21-08-2023,2023,8,16.57821615,NRSC VIC MODEL
Haryana,Panchkula,16-08-2023,2023,8,18.56356729,NRSC VIC MODEL
Haryana,Panchkula,26-08-2023,2023,8,20.4016603,NRSC VIC MODEL
Haryana,Panchkula,27-08-2023,2023,8,18.92486113,NRSC VIC MODEL
Haryana,Panipat,07-08-2023,2023,8,19.77588535,NRSC VIC MODEL
Haryana,Panipat,16-08-2023,2023,8,14.3787665,NRSC VIC MODEL
Haryana,Panipat,18-08-2023,2023,8,13.39387185,NRSC VIC MODEL
Haryana,Panipat,22-08-2023,2023,8,14.63641357,NRSC VIC MODEL
Haryana,Panipat,29-08-2023,2023,8,14.55328612,NRSC VIC MODEL
Haryana,Panipat,31-08-2023,2023,8,13.53248292,NRSC VIC MODEL
Haryana,Rewari,03-08-2023,2023,8,20.99986123,NRSC VIC MODEL
Haryana,Rewari,10-08-2023,2023,8,12.51368727,NRSC VIC MODEL
Haryana,Rewari,14-08-2023,2023,8,10.03468406,NRSC VIC MODEL
Haryana,Rewari,18-08-2023,2023,8,8.03918238,NRSC VIC MODEL
Haryana,Rewari,24-08-2023,2023,8,15.46624432,NRSC VIC MODEL
Haryana,Rohtak,01-08-2023,2023,8,19.06275924,NRSC VIC MODEL
Haryana,Rohtak,13-08-2023,2023,8,13.90372819,NRSC VIC MODEL
Haryana,Rohtak,24-08-2023,2023,8,12.92042121,NRSC VIC MODEL
Haryana,Rohtak,25-08-2023,2023,8,12.4217286,NRSC VIC MODEL
Haryana,Sirsa,07-08-2023,2023,8,13.45361196,NRSC VIC MODEL
Haryana,Sirsa,09-08-2023,2023,8,12.40965571,NRSC VIC MODEL
Haryana,Sirsa,13-08-2023,2023,8,10.56631052,NRSC VIC MODEL
Haryana,Sirsa,15-08-2023,2023,8,9.80883623,NRSC VIC MODEL
Haryana,Sirsa,18-08-2023,2023,8,8.807914533,NRSC VIC MODEL
Haryana,Sirsa,21-08-2023,2023,8,8.252156749,NRSC VIC MODEL
Haryana,Sirsa,25-08-2023,2023,8,7.44841967,NRSC VIC MODEL
Haryana,Sirsa,28-08-2023,2023,8,7.009857462,NRSC VIC MODEL
Haryana,Sonipat,12-08-2023,2023,8,17.18476398,NRSC VIC MODEL
Haryana,Sonipat,15-08-2023,2023,8,15.41879853,NRSC VIC MODEL
Haryana,Sonipat,25-08-2023,2023,8,15.76834778,NRSC VIC MODEL
Haryana,Sonipat,30-08-2023,2023,8,13.33236327,NRSC VIC MODEL
Haryana,Yamunanagar,01-08-2023,2023,8,24.75945908,NRSC VIC MODEL
Haryana,Yamunanagar,07-08-2023,2023,8,23.87955577,NRSC VIC MODEL
Haryana,Yamunanagar,16-08-2023,2023,8,24.09468974,NRSC VIC MODEL
Haryana,Yamunanagar,17-08-2023,2023,8,22.48050645,NRSC VIC MODEL
Haryana,Yamunanagar,28-08-2023,2023,8,22.68641619,NRSC VIC MODEL
Haryana,Ambala,04-05-2023,2023,5,11.04873745,NRSC VIC MODEL
Haryana,Ambala,06-05-2023,2023,5,10.55409951,NRSC VIC MODEL
Haryana,Ambala,09-05-2023,2023,5,10.08572802,NRSC VIC MODEL
Haryana,Ambala,03-05-2023,2023,5,10.97321994,NRSC VIC MODEL
Haryana,Ambala,11-05-2023,2023,5,9.703601897,NRSC VIC MODEL
Haryana,Ambala,12-05-2023,2023,5,9.538449785,NRSC VIC MODEL
Haryana,Ambala,17-05-2023,2023,5,8.869662924,NRSC VIC MODEL
Haryana,Ambala,18-05-2023,2023,5,9.497882029,NRSC VIC MODEL
Haryana,Bhiwani,02-05-2023,2023,5,8.671731211,NRSC VIC MODEL
Haryana,Bhiwani,17-05-2023,2023,5,9.146754422,NRSC VIC MODEL
Haryana,Bhiwani,19-05-2023,2023,5,12.49326285,NRSC VIC MODEL
Haryana,Bhiwani,30-05-2023,2023,5,16.34666648,NRSC VIC MODEL
Haryana,Charki Dadri,04-05-2023,2023,5,8.427531371,NRSC VIC MODEL
Haryana,Charki Dadri,05-05-2023,2023,5,8.203936572,NRSC VIC MODEL
Haryana,Charki Dadri,06-05-2023,2023,5,8.013025763,NRSC VIC MODEL
Haryana,Charki Dadri,09-05-2023,2023,5,7.714415293,NRSC VIC MODEL
Haryana,Charki Dadri,12-05-2023,2023,5,7.261736325,NRSC VIC MODEL
Haryana,Charki Dadri,14-05-2023,2023,5,7.020364271,NRSC VIC MODEL
Haryana,Charki Dadri,19-05-2023,2023,5,12.03520627,NRSC VIC MODEL
Haryana,Charki Dadri,25-05-2023,2023,5,11.66396753,NRSC VIC MODEL
Haryana,Fatehabad,04-05-2023,2023,5,13.29958233,NRSC VIC MODEL
Haryana,Fatehabad,07-05-2023,2023,5,12.77463249,NRSC VIC MODEL
Haryana,Fatehabad,01-05-2023,2023,5,11.90583423,NRSC VIC MODEL
Haryana,Fatehabad,09-05-2023,2023,5,12.37622301,NRSC VIC MODEL
Haryana,Fatehabad,23-05-2023,2023,5,13.22829885,NRSC VIC MODEL
Haryana,Fatehabad,24-05-2023,2023,5,17.68402943,NRSC VIC MODEL
Haryana,Fatehabad,29-05-2023,2023,5,18.80658296,NRSC VIC MODEL
Haryana,Fatehabad,31-05-2023,2023,5,21.66684763,NRSC VIC MODEL
Haryana,Gurugram,07-05-2023,2023,5,10.42479543,NRSC VIC MODEL
Haryana,Gurugram,08-05-2023,2023,5,10.36812757,NRSC VIC MODEL
Haryana,Gurugram,14-05-2023,2023,5,8.915077822,NRSC VIC MODEL
Haryana,Gurugram,29-05-2023,2023,5,12.0292704,NRSC VIC MODEL
Haryana,Hisar,05-05-2023,2023,5,10.32393173,NRSC VIC MODEL
Haryana,Hisar,01-05-2023,2023,5,9.471989453,NRSC VIC MODEL
Haryana,Hisar,15-05-2023,2023,5,9.176553681,NRSC VIC MODEL
Haryana,Hisar,19-05-2023,2023,5,12.41816821,NRSC VIC MODEL
Haryana,Hisar,23-05-2023,2023,5,11.46796742,NRSC VIC MODEL
Haryana,Hisar,25-05-2023,2023,5,14.69839728,NRSC VIC MODEL
Haryana,Hisar,30-05-2023,2023,5,18.83330947,NRSC VIC MODEL
Haryana,Jhajjar,06-05-2023,2023,5,13.94052335,NRSC VIC MODEL
Haryana,Jhajjar,01-05-2023,2023,5,8.194502473,NRSC VIC MODEL
Haryana,Jhajjar,09-05-2023,2023,5,12.87690451,NRSC VIC MODEL
Haryana,Jhajjar,02-05-2023,2023,5,10.47019839,NRSC VIC MODEL
Haryana,Jhajjar,11-05-2023,2023,5,12.27478704,NRSC VIC MODEL
Haryana,Jhajjar,13-05-2023,2023,5,11.73785079,NRSC VIC MODEL
Haryana,Jhajjar,17-05-2023,2023,5,11.06740286,NRSC VIC MODEL
Haryana,Jhajjar,31-05-2023,2023,5,20.22439978,NRSC VIC MODEL
Haryana,Jind,02-05-2023,2023,5,11.61256523,NRSC VIC MODEL
Haryana,Jind,03-05-2023,2023,5,11.20328891,NRSC VIC MODEL
Haryana,Jind,15-05-2023,2023,5,10.78167598,NRSC VIC MODEL
Haryana,Jind,20-05-2023,2023,5,12.11490157,NRSC VIC MODEL
Haryana,Jind,25-05-2023,2023,5,13.11806024,NRSC VIC MODEL
Haryana,Jind,27-05-2023,2023,5,20.26719268,NRSC VIC MODEL
Haryana,Kaithal,12-05-2023,2023,5,11.57922365,NRSC VIC MODEL
Haryana,Kaithal,14-05-2023,2023,5,11.34183193,NRSC VIC MODEL
Haryana,Kaithal,19-05-2023,2023,5,13.53782601,NRSC VIC MODEL
Haryana,Kaithal,30-05-2023,2023,5,18.26067371,NRSC VIC MODEL
Haryana,Karnal,04-05-2023,2023,5,16.39753285,NRSC VIC MODEL
Haryana,Karnal,15-05-2023,2023,5,12.54136665,NRSC VIC MODEL
Haryana,Karnal,21-05-2023,2023,5,15.13704695,NRSC VIC MODEL
Haryana,Karnal,31-05-2023,2023,5,19.27479662,NRSC VIC MODEL
Haryana,Kurukshetra,02-05-2023,2023,5,16.00065507,NRSC VIC MODEL
Haryana,Kurukshetra,16-05-2023,2023,5,12.19896599,NRSC VIC MODEL
Haryana,Kurukshetra,18-05-2023,2023,5,14.76766773,NRSC VIC MODEL
Haryana,Kurukshetra,21-05-2023,2023,5,13.74966595,NRSC VIC MODEL
